Post_ID: 2514612068813197256	|Post_Code: CLlslqFhU_I	|Owner_ID: 3264184642	|Likes: 27	|Time_Stamp: 1613985139	|Tags: ['#at', '#at2019', '#atnobo2019']	|Caption: #at #at2019 #atnobo2019
Post_ID: 2181739587495632928	|Post_Code: B5HGJhxFaAg	|Owner_ID: 5449861615	|Likes: 107	|Time_Stamp: 1574303647	|Tags: ['#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed', '#grief', '#posttraildepression']	|Caption: We are closer to the anniversary of our start date than our summit date. The air has a new chill to it. Days are short. Our only steps each day are the ones between our cars and our destinations. I used a hair dryer this morning. We do dishes and pay bills and drive and cook with more than isobutane and run errands. And half of us is somewhere else.<br>.<br>The trail showed us how abundant Life can be. Then we return to what most refer to as "real life" ... But we only know it as a made-up game. A counterfeit. A placebo. Life isn't meant to be lived on nights and weekends. We are going to plan our next LASH on the AT again soon. We have unfinished business, and hearts that can no longer be satisfied by the life we left behind on 2/18/19 before the arch. It's true that the trail will ruin you. But we wouldn't trade it for anything. When people ask us I'd we would do it again, our answer is "yes. I'd be there tommorow if I had the money for it today." .<br>What adventures have you all planned to keep your head above water?<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed #grief #posttraildepression
Post_ID: 2178546064110239750	|Post_Code: B47wBpWHcAG	|Owner_ID: 176654875	|Likes: 46	|Time_Stamp: 1573922950	|Tags: ['#posttrailblues', '#hiketheat', '#appalachiantrail', '#atnobo2019', '#fortharrisonstatepark', '#indiana', '#indianapolis', '#hikeyourownhike', '#fallcreektrail', '#sunandsnow', '#thruhiker', '#winterhike', '#wherearethemountains']	|Caption: Chattanooga ~ Britton Maroney <br>Went on my first hike post AT the other day. WEIRD. Where are the roots, switchbacks, mountains, white blazes, shelters and signs?? I hated not knowing where the trail lead. The mountains that should be before me were nonexistent. I crushed some miles. I was bored. Anticipating to come upon a shelter at any moment, it didn’t happen. My tramily would not be at this imaginary shelter. No bears. One deer. Three squirrels. I cried for the AT on the FCT as I hiked in the cold. I made oatmeal on a picnic table at a small open pavilion. Waiting for other hikers to show up. They never came. It doesn’t feel right to hike anywhere else. Like I’m betraying the AT or something haha. Oh well. Nothing compares to the AT and what it has done for me and others. I miss it daily. Love y’all. Be care! 🌲 <br>#posttrailblues #hiketheat #appalachiantrail #atnobo2019 #fortharrisonstatepark #indiana #indianapolis #hikeyourownhike #fallcreektrail #sunandsnow #thruhiker #winterhike #wherearethemountains
Post_ID: 2174261041315516247	|Post_Code: B4shuW4lQ9X	|Owner_ID: 9214722817	|Likes: 54	|Time_Stamp: 1573412135	|Tags: ['#django', '#appalachiantrail', '#appalachiantrail2019', '#thruhike', '#hikertrash', '#maine', '#katahdin', '#at2019', '#atnobo2019', '#thetrek', '#whiteblaze', '#mtkatahdin', '#hyperlitemountaingear', '#djangoreinhardt']	|Caption: It’s been one month since completing my thru hike of the Appalachian Trail. I still find it surreal to say that. It’s a struggle to assimilate back into civilization and I already yearn to be back in the woods. As I digest the last six months and three weeks, there are so many experiences to recall. I achieved feats of physical endurance I never knew I had in me. I pushed through some of the most trying times in my life both physically and mentally. I developed life-long friendships with people I had only known a short time. I experienced calm like never before. <br>I’m incredibly lucky to have taken this journey. <br>#django_on_the_trail #appalachiantrail #appalachiantrail2019 #thruhike #hikertrash #maine #katahdin #at2019 #atnobo2019 #thetrek #whiteblaze #mtkatahdin #hyperlitemountaingear #djangoreinhardt
Post_ID: 2165018211472803311	|Post_Code: B4LsJezFoXv	|Owner_ID: 27578991	|Likes: 78	|Time_Stamp: 1572310653	|Tags: ['#hikertrash', '#hikerthings', '#washbucket', '#meow', '#atnobo2019', '#appalachiantrail', '#thruhike', '#ramennoodles', '#coldsoak', '#what', '#sistar']	|Caption: Washbucket makes everything look delightful, she is a GEM. A GODDESS. And I am so incredibly grateful for the support, encouragement, unconditional love, reverence, and compassion she delivered to me and my shattered heart along this journey to the self... I honor you. I see you. I hear you. I feel you. I respect you on every level Washbucket. My fucking sistar yall!!!! #hikertrash #hikerthings #washbucket #meow #atnobo2019 #appalachiantrail #thruhike #ramennoodles #coldsoak #what #sistar
Post_ID: 2164055145796538704	|Post_Code: B4IRLB_jxFQ	|Owner_ID: 4992855226	|Likes: 138	|Time_Stamp: 1572195498	|Tags: ['#hiking', '#appalachiantrail', '#hikes', '#womenoftheat', '#atthruhike', '#atNOBO2019', '#nature', '#naturalist', '#ecology', '#southernappalachia', '#tennessee', '#hiketennessee', '#hikegeorgia', '#mountainlaurel', '#diascorea', '#commelinaceae', '#hikevirginia', '#carolinas', '#northcarolinahikes', '#naturephotography', '#gastropods', '#gastropoda']	|Caption: Snails of the Appalachian Trail-<br>.<br>Each hiker takes their journey at their own pace. Some view their hike as a feat of extreme athleticism, pushing their bodies to the limit to set the fastest known times. Others meander about, peeking inside flowers and moving snails out of foot traffic (I may have been the latter). One of these fellas traveled my arm for ~3 miles in Tennessee, gently rasping away. In these long days in the forests, I really came to appreciate their fluidity and expressions. .<br>.<br>These are portraits of some of the slowest hikers I ever encountered in the early mornings pacing across southern Appalachia. I wish them the best in their journey to Katahdin, Springer, or across the path to the next juicy leaf.<br>.<br>. .<br>.<br>#hiking #appalachiantrail #hikes #womenoftheat #atthruhike #atNOBO2019 #nature #naturalist #ecology #southernappalachia #tennessee #hiketennessee #hikegeorgia #mountainlaurel #diascorea #commelinaceae springermountain #hikevirginia #carolinas #northcarolinahikes  #naturephotography #gastropods #gastropoda
Post_ID: 2162895556618540360	|Post_Code: B4EJgyahNVI	|Owner_ID: 3734197	|Likes: 23	|Time_Stamp: 1572057264	|Tags: ['#overmountainshelter', '#yellowmountaingap', '#appalachiantrail', '#at', '#roanhighlands', '#privy', '#privyviews', '#atsobo2019', '#atnobo2019', '#optoutside']	|Caption: This may be the best spot on the AT to take a s—t! <br>No, best place to take a seat! 🚽 <br>#overmountainshelter #yellowmountaingap #appalachiantrail #at #roanhighlands #privy #privyviews #atsobo2019 #atnobo2019 #optoutside
Post_ID: 2162503546725316146	|Post_Code: B4CwYSwFbYy	|Owner_ID: 8126764409	|Likes: 113	|Time_Stamp: 1572010533	|Tags: ['#makeportraits', '#nobo', '#pawling', '#hudsonvalley', '#photoshoot', '#trailshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#appalachiantrailboardwalk', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#whiteblaze', '#atthruhike2019']	|Caption: We met Banana Claus on the Great Swamp Boardwalk right next to the AT rail stop in late August. He was a NOBO hiker and was excited to be heading home as he’s originally from Manchester, NH. He started in the trail on April 30th and has got a real kick in his through hike from meeting the AT community and hiking with various tramilies. All the best for the future<br>📸 @jane_haslam_photography .<br>. .<br>#makeportraits #nobo #pawling #hudsonvalley #photoshoot #trailshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  @native_landscapes #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #appalachiantrailboardwalk @appalachianmountainclub  @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #hitthetrail #whiteblaze #atthruhike2019
Post_ID: 2159232496126168735	|Post_Code: B33IoPfFI6f	|Owner_ID: 8126764409	|Likes: 143	|Time_Stamp: 1571620593	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#makeportraits', '#pawling', '#pawlingny', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#edwardrmurrowpark', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#womenwhohike', '#strongwomen']	|Caption: This is Spur who was given her trail name when we met up with Grit - she is actually Grit’s aunt and was spending 3 days on the trail. Spur is from Atlanta and it was her first time spent camping - I hope the 3 days you spent on the trail were enough to wet you appetite for more - don’t forget the trailhead at Springer is only 45 mins away from Atlanta 😁<br>📸 @jane_haslam_photography @rechdele .<br>.<br>. .<br>. . #appalachiantrail #harlemvalley #hikerportrait . .<br>. <br>#makeportraits #pawling #pawlingny #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #edwardrmurrowpark @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #hitthetrail #womenwhohike #strongwomen
Post_ID: 2158475106166709870	|Post_Code: B30caxHlx5u	|Owner_ID: 8126764409	|Likes: 155	|Time_Stamp: 1571530305	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#makeportraits', '#pawling', '#pawlingny', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#edwardrmurrowpark', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#womenwhohike', '#strongwomen']	|Caption: Grit is from Grand Rapids Michigan, she started on the trail on May 19th and finished it just over a week ago... so many many congratulations. Grit truly is inspirational - she did her first section hike when she was 14 with her dad and after meeting a through hiker out on the trail that weekend began to plan her own trek just as soon as she could. She waited 7 years but has now lived out her dream. When we spoke the Trail was providing everything she ever expected as well as lots of challenges - but as she said if you can get through this you can do anything. Grit plans to become a teacher and from out brief conversation I just know she’s going to be one inspirational educator <br>Best wishes in all you do @cstamhike 📸 @jane_haslam_photography .<br>.<br>. . #appalachiantrail #harlemvalley #hikerportrait . .<br>. <br>#makeportraits #pawling #pawlingny #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #edwardrmurrowpark @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #hitthetrail #womenwhohike #strongwomen
Post_ID: 2158395196948384266	|Post_Code: B30KP73BIoK	|Owner_ID: 6477025463	|Likes: 13	|Time_Stamp: 1571520779	|Tags: []	|Caption: Overall Run Loop- Luray, VA <br>I love hiking with my church group, Go Tell It On The Mountain. They’re mainly the reason that I got into hiking in the DMV in the first place. Check our more info about our camping trip to River Run and our hiking trip in Over Run on the blog. Link in bio ☝🏼
Post_ID: 2158338727206000507	|Post_Code: B3z9aMUFRd7	|Owner_ID: 4868901087	|Likes: 36	|Time_Stamp: 1571514048	|Tags: ['#atnobo2019', '#thruhike', '#appalachiantrail', '#tramily']	|Caption: I've been waiting to post this pic because I couldn't come up with words, but here goes...<br>The Green Team, my tramily aka trail family.  From left to right, Choo-Choo, Grandma, Ramblin' Man, and Chilly.  I am so grateful for these people, forever indebted to the trail for bringing us together. <br>Remember when you were a kid and could just ask another kid at the park "hey, wanna be friends?" and then you were.  That's pretty much what happened here, only it was more like "hey, we're going to Katahdin, wanna come with us?" and then we did.  We shared a journey that made a few months of friendship seem like a lifetime.  Nights of infectious laughter in shelters, lots of poop stories, hours of food discussion, intellectual conversations about the hierarchy of wild ponies and the existence of wild chickens, cat pictures, cat shirts, cat purses, cold beers, safety meetings, LOTS of safety meetings, split britches, split elbows, split knees, tears of happiness, tears when we hurt, tears when the trail was so hard that continuing seemed impossible, tears when we missed our families, tears when bad things happened at home, and since 3 of us are chicks, sometimes tears for no damn reason (sorry Ramblin' Man), stinky hugs when needed, long mornings gabbing over coffee that lead to sketchy night hikes, long talks about what's next in the real world, talks of future adventures, debating when the feeling would return to our big toes, guthooks quotes, privy ratings, sleepovers in strangers homes, freezing cold hitches in the back of pickup trucks, watching a taco bell turn to chaos after we ordered a ridiculous amount of food, bus rides, cult experiences, we shared it all.  I couldn't imagine doing the trail without this tramily.  Thanks for coming to Katahdin with me. 🎶Thank you for being a friend.🎶 #atnobo2019 #thruhike #appalachiantrail #tramily
Post_ID: 2157626388198537764	|Post_Code: B3xbcS6lTok	|Owner_ID: 8126764409	|Likes: 141	|Time_Stamp: 1571429130	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#makeportraits', '#pawling', '#pawlingny', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#edwardrmurrowpark', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#womenwhohike', '#strongwomen']	|Caption: Apologies, Jane is only now starting to catch up with all her posts from late August onwards …. many have now summited Katahdin, or are close to completing their SOBO trek … so congratulations to all and keep an eye out for your pictures soon to be posted …. in the meantime ….. This is Grit and Spur pictured at Bulls Bridge in late August - individual pictures are coming soon @cstamhike 📸 @jane_haslam_photography .  @rechdele . .<br>. #appalachiantrail #harlemvalley #hikerportrait . .<br>. <br>#makeportraits #pawling #pawlingny #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #edwardrmurrowpark @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #hitthetrail #womenwhohike #strongwomen
