Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40	|Longitude: -77
Post_ID: 2762031987358067586	|Post_Code: CZUtXVovmuC	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 151473228249189	|Address: 	|City: 	|Latitude: 35	|Longitude: -85
Post_ID: 2762021932344306709	|Post_Code: CZUrFBLOGwV	|Place_Name: Richlands, Virginia	|Short_Name: Richlands	|Place_ID: 104021419632885	|Address: 	|City: 	|Latitude: 37	|Longitude: -81
Post_ID: 2762020060995709305	|Post_Code: CZUqpyWJul5	|Place_Name: Flagg Mountain	|Short_Name: Flagg Mountain	|Place_ID: 1156040041079824	|Address: County Road 55 (N 32° 58.687' W 086° 21.288')	|City: Weogufka, Alabama	|Latitude: 33	|Longitude: -86
Post_ID: 2762011179681806147	|Post_Code: CZUooi-l3dD	|Place_Name: Amicalola Falls--Len Foote Hike	|Short_Name: Amicalola Falls--Len Foote Hike	|Place_ID: 303306583051649	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2762007780693291091	|Post_Code: CZUn3FbFrBT	|Place_Name: Nantahala National Forest	|Short_Name: Nantahala National Forest	|Place_ID: 109830869034827	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2762006912097127702	|Post_Code: CZUnqceuQ0W	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2761999278402705159	|Post_Code: CZUl7XDFBcH	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34	|Longitude: -84
Post_ID: 2761989977997727392	|Post_Code: CZUj0BXvlag	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2761960145774673175	|Post_Code: CZUdB58r30X	|Place_Name: Franconia Ridge Trail	|Short_Name: Franconia Ridge Trail	|Place_ID: 139378786099653	|Address: 	|City: Franconia, New Hampshire	|Latitude: 44	|Longitude: -71
Post_ID: 2761938514876459641	|Post_Code: CZUYHImrmp5	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2761923918294409312	|Post_Code: CZUUyuel-Bg	|Place_Name: Blue Ridge, Virginia	|Short_Name: Blue Ridge	|Place_ID: 103167399722846	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2761913160753440586	|Post_Code: CZUSWLvL2dK	|Place_Name: Almost Heaven West Virginia	|Short_Name: Almost Heaven West Virginia	|Place_ID: 158200181260793	|Address: 	|City: 	|Latitude: 39	|Longitude: -78
Post_ID: 2761911745031549145	|Post_Code: CZUSBlPlbDZ	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2761881070819735409	|Post_Code: CZULDNqFfdx	|Place_Name: Skull Rock Joshua Tree Ntl Park	|Short_Name: Skull Rock Joshua Tree Ntl Park	|Place_ID: 375400059197256	|Address: 	|City: Twentynine Palms, California	|Latitude: 34	|Longitude: -116
Post_ID: 2761749160011718471	|Post_Code: CZTtDqJO19H	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2761621915045019799	|Post_Code: CZTQIACMUCX	|Place_Name: Denver, Colorado	|Short_Name: Denver	|Place_ID: 115590505119035	|Address: 	|City: 	|Latitude: 39	|Longitude: -104
Post_ID: 2761597739689253280	|Post_Code: CZTKoM-sxmg	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 129585927184249	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2761581125791189961	|Post_Code: CZTG2cFNQvJ	|Place_Name: Columbus, Ohio	|Short_Name: Columbus	|Place_ID: 108450559178997	|Address: 	|City: 	|Latitude: 39	|Longitude: -82
Post_ID: 2761573549594620857	|Post_Code: CZTFIMMs7O5	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 143650792835061	|Address: 	|City: Gatlinburg, Tennessee	|Latitude: 35	|Longitude: -83
Post_ID: 2761560441606242944	|Post_Code: CZTCJcbtgKA	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2761556080637011157	|Post_Code: CZTBJ-9sGTV	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2761526456494494529	|Post_Code: CZS6a5VMpNB	|Place_Name: Pisgah Forest, North Carolina	|Short_Name: Pisgah Forest	|Place_ID: 111737808839548	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2761512572239195909	|Post_Code: CZS3Q2nF68F	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2761511944730902174	|Post_Code: CZS3HuMrv6e	|Place_Name: Annapolis Rocks	|Short_Name: Annapolis Rocks	|Place_ID: 159401538334214	|Address: South Mountain State Park	|City: Hagerstown, Maryland	|Latitude: 39	|Longitude: -77
Post_ID: 2761504202573710188	|Post_Code: CZS1XDwJ4Ns	|Place_Name: Annapolis Rocks	|Short_Name: Annapolis Rocks	|Place_ID: 159401538334214	|Address: South Mountain State Park	|City: Hagerstown, Maryland	|Latitude: 39	|Longitude: -77
Post_ID: 2761494250656634401	|Post_Code: CZSzGPTrBYh	|Place_Name: Blood Mountain Wilderness	|Short_Name: Blood Mountain Wilderness	|Place_ID: 105544946145098	|Address: 	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2761492128574832113	|Post_Code: CZSynW9vX3x	|Place_Name: Planet Earth	|Short_Name: Planet Earth	|Place_ID: 105991157428243	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2761475575624481761	|Post_Code: CZSu2e1A7vh	|Place_Name: Stairway To Heaven-Appalachian Trail	|Short_Name: Stairway To Heaven-Appalachian Trail	|Place_ID: 499548970376880	|Address: 	|City: Vernon Twp, NJ	|Latitude: 41	|Longitude: -74
Post_ID: 2761454456910784213	|Post_Code: CZSqDKflibV	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2761439552906784542	|Post_Code: CZSmqSDuO8e	|Place_Name: Appalachain Trail	|Short_Name: Appalachain Trail	|Place_ID: 315858281838105	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2761422297497824212	|Post_Code: CZSivLtM2vU	|Place_Name: Looking Glass Falls	|Short_Name: Looking Glass Falls	|Place_ID: 1125812564128747	|Address: 	|City: 	|Latitude: 6	|Longitude: -58
Post_ID: 2761416781367048115	|Post_Code: CZShe6aL3ez	|Place_Name: Lincoln, New Hampshire	|Short_Name: Lincoln	|Place_ID: 105379139496676	|Address: 	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2761385860193053105	|Post_Code: CZSac80l-mx	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2761385816296360758	|Post_Code: CZSacT8JYs2	|Place_Name: Appalachian Heritage Distillery	|Short_Name: Appalachian Heritage Distillery	|Place_ID: 151985958787571	|Address: 110 W Laurel Ave	|City: Damascus, Virginia	|Latitude: 36	|Longitude: -81
Post_ID: 2761384191339162645	|Post_Code: CZSaEqlJmwV	|Place_Name: Llanes	|Short_Name: Llanes	|Place_ID: 189281415037597	|Address:   Llanes  	|City: Caso, Asturias, Spain	|Latitude: 43	|Longitude: -5
Post_ID: 2761372954831193115	|Post_Code: CZSXhJxFYQb	|Place_Name: Ohio	|Short_Name: Ohio	|Place_ID: 104024609634842	|Address: 	|City: 	|Latitude: 40	|Longitude: -82
Post_ID: 2761369513951221774	|Post_Code: CZSWvFMp9gO	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: 	|City: Blue Ridge, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2761335915027225557	|Post_Code: CZSPGJwudvV	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2761330042730756596	|Post_Code: CZSNwswlLn0	|Place_Name: Madison, Wisconsin	|Short_Name: Madison	|Place_ID: 107572595931951	|Address: 	|City: 	|Latitude: 43	|Longitude: -89
Post_ID: 2761329653314979282	|Post_Code: CZSNrCFl4XS	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2761310460761093284	|Post_Code: CZSJTvoPDSk	|Place_Name: Banff, Alberta	|Short_Name: Banff	|Place_ID: 112372292108491	|Address: 	|City: 	|Latitude: 51	|Longitude: -115
Post_ID: 2761305013331914372	|Post_Code: CZSIEeUJ26E	|Place_Name: Macado's Marion	|Short_Name: Macado's Marion	|Place_ID: 230502520299581	|Address: 142 E Main St	|City: Marion	|Latitude: 36	|Longitude: -81
Post_ID: 2761293067230575505	|Post_Code: CZSFWopBvuR	|Place_Name: Monterey, Massachusetts	|Short_Name: Monterey	|Place_ID: 105492039483390	|Address: 	|City: 	|Latitude: 42	|Longitude: -73
Post_ID: 2760798334318006240	|Post_Code: CZQU3Utg8_g	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34	|Longitude: -84
Post_ID: 2761291462205534188	|Post_Code: CZSE_R2FG_s	|Place_Name: Standing Indian Mountain	|Short_Name: Standing Indian Mountain	|Place_ID: 135838313117722	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2761287285652034416	|Post_Code: CZSECgIF5Nw	|Place_Name: Fayetteville, Georgia	|Short_Name: Fayetteville	|Place_ID: 105605216138583	|Address: 	|City: 	|Latitude: 33	|Longitude: -84
Post_ID: 2761269898802119758	|Post_Code: CZSAFfXFERO	|Place_Name: Appalachian Trail, Damascus Va	|Short_Name: Appalachian Trail	|Place_ID: 404149099639195	|Address: 	|City: Damascus, Virginia	|Latitude: 36	|Longitude: -80
Post_ID: 2761266341797485512	|Post_Code: CZR_RupFNvI	|Place_Name: Shaw's Hiker Hostel	|Short_Name: Shaw's Hiker Hostel	|Place_ID: 130754813672053	|Address: 17 Pleasant St	|City: Monson, ME	|Latitude: 45	|Longitude: -69
Post_ID: 2761264426974242957	|Post_Code: CZR-13UuOiN	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2761254174803372860	|Post_Code: CZR8grPuCs8	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
