Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40.0330199831	|Longitude: -77.3045039177
Post_ID: 2762696184932721359	|Post_Code: CZXEYr1PeLP	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: [Null]	|City: [Null]	|Latitude: 43.7010925	|Longitude: -72.2895166699
Post_ID: 2762687137338191294	|Post_Code: CZXCVBmlW2-	|Place_Name: Southern Terminus, Appalachian Trail - Springer Mt. Summit	|Short_Name: Southern Terminus	|Place_ID: 553251878500992	|Address: [Null]	|City: [Null]	|Latitude: 34.6266883333	|Longitude: -84.1938866667
Post_ID: 2762672471478554238	|Post_Code: CZW-_m9Os5-	|Place_Name: McAfee Knob	|Short_Name: McAfee Knob	|Place_ID: 474183719267988	|Address: [Null]	|City: [Null]	|Latitude: 37.3929545124	|Longitude: -80.0371561063
Post_ID: 2762661585900547769	|Post_Code: CZW8hM-OC65	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: [Null]	|City: [Null]	|Latitude: 36.1941666667	|Longitude: -82.0683333333
Post_ID: 2762634565077376736	|Post_Code: CZW2X_3px7g	|Place_Name: Somewhere In The Mountains	|Short_Name: Somewhere In The Mountains	|Place_ID: 293384424779993	|Address: [Null]	|City: [Null]	|Latitude: 35.20122	|Longitude: -83.82864
Post_ID: 2762631207703771999	|Post_Code: CZW1nJEl3tf	|Place_Name: Barefoot Hills Hotel	|Short_Name: Barefoot Hills Hotel	|Place_ID: 46668647990	|Address: 7693 Highway 19 N	|City: Dahlonega, GA	|Latitude: 34.6133902	|Longitude: -83.9651809871
Post_ID: 2762618043924962838	|Post_Code: CZWynlWO14W	|Place_Name: Appalachian Trail, Shenandoah National Park	|Short_Name: Appalachian Trail	|Place_ID: 183866498824103	|Address: [Null]	|City: [Null]	|Latitude: 38.6642	|Longitude: -78.4544
Post_ID: 2762617038247350118	|Post_Code: CZWyY8vLM9m	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2762607556075446254	|Post_Code: CZWwO9xr9_u	|Place_Name: Sedona, Arizona	|Short_Name: Sedona	|Place_ID: 109433465748891	|Address: [Null]	|City: [Null]	|Latitude: 34.8599	|Longitude: -111.789
Post_ID: 2762578867472991727	|Post_Code: CZWptfbuoXv	|Place_Name: Chimney Rocks	|Short_Name: Chimney Rocks	|Place_ID: 144043372285206	|Address: [Null]	|City: [Null]	|Latitude: 39.8190482634	|Longitude: -77.4710781788
Post_ID: 2762574723164995932	|Post_Code: CZWoxLvuQFc	|Place_Name: White Mountain National Forest	|Short_Name: White Mountain National Forest	|Place_ID: 796145647254839	|Address: [Null]	|City: [Null]	|Latitude: 44.0348085623	|Longitude: -71.5164399438
Post_ID: 2762458985029165581	|Post_Code: CZWOc-NP-IN	|Place_Name: Pie Town	|Short_Name: Pie Town	|Place_ID: 1241233585983892	|Address: [Null]	|City: [Null]	|Latitude: 39.41039534	|Longitude: -104.89683746
Post_ID: 2762403480845989648	|Post_Code: CZWB1R6ILcQ	|Place_Name: Somerset, Kentucky	|Short_Name: Somerset	|Place_ID: 112674218747903	|Address: [Null]	|City: [Null]	|Latitude: 37.0923	|Longitude: -84.6045
Post_ID: 2762333660860597948	|Post_Code: CZVx9Q-s0a8	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2762322003178361576	|Post_Code: CZVvTn6sRLo	|Place_Name: Long Creek Falls	|Short_Name: Long Creek Falls	|Place_ID: 1657335174539671	|Address: [Null]	|City: Three Forks, Georgia	|Latitude: 34.6676479857	|Longitude: -84.1708169327
Post_ID: 2762313501391362747	|Post_Code: CZVtX6Aspq7	|Place_Name: Rod Hollow Shelter	|Short_Name: Rod Hollow Shelter	|Place_ID: 211664702192409	|Address: [Null]	|City: [Null]	|Latitude: 39.0475090074	|Longitude: -77.9436922516
Post_ID: 2762304617508285845	|Post_Code: CZVrWoQAK2V	|Place_Name: Wilton, Maine	|Short_Name: Wilton	|Place_ID: 112211182125286	|Address: [Null]	|City: [Null]	|Latitude: 44.592	|Longitude: -70.2305
Post_ID: 2762288000828268182	|Post_Code: CZVnk0wsV6W	|Place_Name: Appalachian Trail Days	|Short_Name: Appalachian Trail Days	|Place_ID: 1841501392840912	|Address: [Null]	|City: Damascus, VA	|Latitude: 36.633173	|Longitude: -81.791551
Post_ID: 2762285597182040944	|Post_Code: CZVnB2MNptw	|Place_Name: Chattahoochee National Forest	|Short_Name: Chattahoochee National Forest	|Place_ID: 102923121288084	|Address: [Null]	|City: [Null]	|Latitude: 34.8683	|Longitude: -84.3211
Post_ID: 2762284312466443273	|Post_Code: CZVmvJtMkwJ	|Place_Name: Rolston’s Cove Ridge Cabin	|Short_Name: Rolston’s Cove Ridge Cabin	|Place_ID: 113310543847809	|Address: [Null]	|City: Butler, Tennessee	|Latitude: 36.3476529555	|Longitude: -82.036660059
Post_ID: 2762267464215656834	|Post_Code: CZVi5-jMXmC	|Place_Name: Blood Mountain - The Summit	|Short_Name: Blood Mountain - The Summit	|Place_ID: 568172030304551	|Address: [Null]	|City: [Null]	|Latitude: 34.7397125836	|Longitude: -83.9370140433
Post_ID: 2762258622496782257	|Post_Code: CZVg5UDrjex	|Place_Name: Keys Gap, Virginia	|Short_Name: Keys Gap	|Place_ID: 107427192626884	|Address: [Null]	|City: [Null]	|Latitude: 39.2589	|Longitude: -77.7614
Post_ID: 2762230223669598811	|Post_Code: CZVacDlrJpb	|Place_Name: Pisgah Forest, North Carolina	|Short_Name: Pisgah Forest	|Place_ID: 111737808839548	|Address: [Null]	|City: [Null]	|Latitude: 35.2542	|Longitude: -82.7003
Post_ID: 2762221950167321276	|Post_Code: CZVYjqSgoq8	|Place_Name: Black Dirt Region, Pine Island, NY	|Short_Name: Black Dirt Region	|Place_ID: 105850956467519	|Address: [Null]	|City: Pine Island, New York	|Latitude: 41.2978310911	|Longitude: -74.466668652
Post_ID: 2762220509603816676	|Post_Code: CZVYOsqO-Tk	|Place_Name: The Pinnacle (Appalachian trail)	|Short_Name: The Pinnacle (Appalachian trail)	|Place_ID: 144209455622212	|Address: [Null]	|City: Hamburg, PA	|Latitude: 40.5966386672	|Longitude: -75.93133352
Post_ID: 2762211501782266884	|Post_Code: CZVWLneOvQE	|Place_Name: Chattahoochee National Forest, Ga	|Short_Name: Chattahoochee National Forest	|Place_ID: 243592646139809	|Address: [Null]	|City: [Null]	|Latitude: 34.7261189579	|Longitude: -83.8280419058
Post_ID: 2669426289163099200	|Post_Code: CULtREXp9xA	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: [Null]	|City: [Null]	|Latitude: 35.5799	|Longitude: -82.5558
Post_ID: 2453436888049099454	|Post_Code: CIMW9nPAaK-	|Place_Name: Appalachian Trail Georgia	|Short_Name: Appalachian Trail Georgia	|Place_ID: 191202574266926	|Address: [Null]	|City: [Null]	|Latitude: 34.8844943616	|Longitude: -84.0259808656
Post_ID: 2762187825162557531	|Post_Code: CZVQzE5uRhb	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: [Null]	|City: [Null]	|Latitude: 35.7647222222	|Longitude: -82.2652777778
Post_ID: 2762180357461941536	|Post_Code: CZVPGaEFJ0g	|Place_Name: Lake Mills Park	|Short_Name: Lake Mills Park	|Place_ID: 155674057809334	|Address: 1301 Tropical Ave	|City: [Null]	|Latitude: 28.632670539	|Longitude: -81.1230015023
Post_ID: 2762139862574885548	|Post_Code: CZVF5IQuOqs	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2762134140571302276	|Post_Code: CZVEl3OuzmE	|Place_Name: Lehigh Gap, Pennsylvania	|Short_Name: Lehigh Gap	|Place_ID: 108898742471080	|Address: [Null]	|City: [Null]	|Latitude: 40.7767	|Longitude: -75.6086
Post_ID: 2762123361333312149	|Post_Code: CZVCJASFHqV	|Place_Name: Appalachian Heritage Distillery	|Short_Name: Appalachian Heritage Distillery	|Place_ID: 151985958787571	|Address: 110 W Laurel Ave	|City: Damascus, Virginia	|Latitude: 36.6349349885	|Longitude: -81.7894774175
Post_ID: 2762105523076934509	|Post_Code: CZU-FbHJStt	|Place_Name: Elk Garden, Virginia	|Short_Name: Elk Garden	|Place_ID: 104334186273918	|Address: [Null]	|City: [Null]	|Latitude: 36.9089	|Longitude: -81.9803
Post_ID: 2762104807110846071	|Post_Code: CZU97AUPaZ3	|Place_Name: Black Dog Salvage	|Short_Name: Black Dog Salvage	|Place_ID: 63593292668	|Address: 902 13th St SW	|City: Roanoke, VA	|Latitude: 37.2675107062	|Longitude: -79.9660599232
Post_ID: 2762082245393346248	|Post_Code: CZU4ysFFW7I	|Place_Name: The Woods	|Short_Name: The Woods	|Place_ID: 113370178677731	|Address: [Null]	|City: [Null]	|Latitude: 38.7644	|Longitude: -76.7819
Post_ID: 2762074451881601027	|Post_Code: CZU3BRzlagD	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: [Null]	|City: [Null]	|Latitude: 34.2088018265	|Longitude: -84.1279282329
Post_ID: 2762072137548563371	|Post_Code: CZU2fmalgOr	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: [Null]	|City: [Null]	|Latitude: 34.2088018265	|Longitude: -84.1279282329
Post_ID: 2762066240778862234	|Post_Code: CZU1JynuP6a	|Place_Name: Mount Lafayette	|Short_Name: Mount Lafayette	|Place_ID: 111150862269526	|Address: [Null]	|City: [Null]	|Latitude: 44.1607055556	|Longitude: -71.6443611111
Post_ID: 2762066088936693076	|Post_Code: CZU1HlNOV1U	|Place_Name: Appalachian Trail, Falls Village, CT	|Short_Name: Appalachian Trail	|Place_ID: 1293663354079679	|Address: [Null]	|City: [Null]	|Latitude: 41.95490378	|Longitude: -73.36856786
Post_ID: 2762065997308166320	|Post_Code: CZU1GP3vQCw	|Place_Name: Erwin, Tennessee	|Short_Name: Erwin	|Place_ID: 112699618745464	|Address: [Null]	|City: [Null]	|Latitude: 36.145	|Longitude: -82.4108
Post_ID: 2762054206498777481	|Post_Code: CZUyaq0u6mJ	|Place_Name: North Georgia Mountains Blairsville Georgia	|Short_Name: North Georgia Mountains Blairsville Georgia	|Place_ID: 294365997677129	|Address: [Null]	|City: Union, GA	|Latitude: 34.88388	|Longitude: -84.02556
Post_ID: 2762048269418532157	|Post_Code: CZUxERfLI09	|Place_Name: Black Rock	|Short_Name: Black Rock	|Place_ID: 139100382792146	|Address: [Null]	|City: Smithsburg, Maryland	|Latitude: 39.5732412723	|Longitude: -77.5973203303
Post_ID: 2762045709290942239	|Post_Code: CZUwfBLra8f	|Place_Name: Black Rock	|Short_Name: Black Rock	|Place_ID: 139100382792146	|Address: [Null]	|City: Smithsburg, Maryland	|Latitude: 39.5732412723	|Longitude: -77.5973203303
Post_ID: 2762043955452137798	|Post_Code: CZUwFfyvVFG	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2762032051864788978	|Post_Code: CZUtYRtpN_y	|Place_Name: Appalachian Trail / Race Brook Falls	|Short_Name: Appalachian Trail / Race Brook Falls	|Place_ID: 266823110693401	|Address: [Null]	|City: [Null]	|Latitude: 42.0901429984	|Longitude: -73.4111003824
Post_ID: 2762031987358067586	|Post_Code: CZUtXVovmuC	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 151473228249189	|Address: [Null]	|City: [Null]	|Latitude: 35.1209329167	|Longitude: -85.7548716667
Post_ID: 2762021932344306709	|Post_Code: CZUrFBLOGwV	|Place_Name: Richlands, Virginia	|Short_Name: Richlands	|Place_ID: 104021419632885	|Address: [Null]	|City: [Null]	|Latitude: 37.0944	|Longitude: -81.8061
Post_ID: 2762020060995709305	|Post_Code: CZUqpyWJul5	|Place_Name: Flagg Mountain	|Short_Name: Flagg Mountain	|Place_ID: 1156040041079824	|Address: County Road 55 (N 32° 58.687' W 086° 21.288')	|City: Weogufka, Alabama	|Latitude: 33.4477803319	|Longitude: -86.7885129021
Post_ID: 2762011179681806147	|Post_Code: CZUooi-l3dD	|Place_Name: Amicalola Falls--Len Foote Hike	|Short_Name: Amicalola Falls--Len Foote Hike	|Place_ID: 303306583051649	|Address: [Null]	|City: [Null]	|Latitude: 34.5578013707	|Longitude: -84.2498535405
Post_ID: 2762007780693291091	|Post_Code: CZUn3FbFrBT	|Place_Name: Nantahala National Forest	|Short_Name: Nantahala National Forest	|Place_ID: 109830869034827	|Address: [Null]	|City: [Null]	|Latitude: 35.2904778106	|Longitude: -83.6650726944
Post_ID: 2762006912097127702	|Post_Code: CZUnqceuQ0W	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: [Null]	|City: [Null]	|Latitude: 34.5669730318	|Longitude: -84.2445586994
Post_ID: 2761999278402705159	|Post_Code: CZUl7XDFBcH	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34.5653982066	|Longitude: -84.2426383197
Post_ID: 2761989977997727392	|Post_Code: CZUj0BXvlag	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: [Null]	|City: [Null]	|Latitude: 43.7010925	|Longitude: -72.2895166699
Post_ID: 2761960145774673175	|Post_Code: CZUdB58r30X	|Place_Name: Franconia Ridge Trail	|Short_Name: Franconia Ridge Trail	|Place_ID: 139378786099653	|Address: [Null]	|City: Franconia, New Hampshire	|Latitude: 44.1406012705	|Longitude: -71.6456329543
Post_ID: 2761938514876459641	|Post_Code: CZUYHImrmp5	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: [Null]	|City: [Null]	|Latitude: 35.5799	|Longitude: -82.5558
Post_ID: 2761923918294409312	|Post_Code: CZUUyuel-Bg	|Place_Name: Blue Ridge, Virginia	|Short_Name: Blue Ridge	|Place_ID: 103167399722846	|Address: [Null]	|City: [Null]	|Latitude: 37.3719	|Longitude: -79.8165
Post_ID: 2761913160753440586	|Post_Code: CZUSWLvL2dK	|Place_Name: Almost Heaven West Virginia	|Short_Name: Almost Heaven West Virginia	|Place_ID: 158200181260793	|Address: [Null]	|City: [Null]	|Latitude: 39.5999982948	|Longitude: -78.06276857
Post_ID: 2761911745031549145	|Post_Code: CZUSBlPlbDZ	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2761881070819735409	|Post_Code: CZULDNqFfdx	|Place_Name: Skull Rock Joshua Tree Ntl Park	|Short_Name: Skull Rock Joshua Tree Ntl Park	|Place_ID: 375400059197256	|Address: [Null]	|City: Twentynine Palms, California	|Latitude: 34.1353601221	|Longitude: -116.0868782584
Post_ID: 2761749160011718471	|Post_Code: CZTtDqJO19H	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2761621915045019799	|Post_Code: CZTQIACMUCX	|Place_Name: Denver, Colorado	|Short_Name: Denver	|Place_ID: 115590505119035	|Address: [Null]	|City: [Null]	|Latitude: 39.7391	|Longitude: -104.98360001
Post_ID: 2761597739689253280	|Post_Code: CZTKoM-sxmg	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 129585927184249	|Address: [Null]	|City: [Null]	|Latitude: 39.0368205915	|Longitude: -77.5157315657
Post_ID: 2761581125791189961	|Post_Code: CZTG2cFNQvJ	|Place_Name: Columbus, Ohio	|Short_Name: Columbus	|Place_ID: 108450559178997	|Address: [Null]	|City: [Null]	|Latitude: 39.9624	|Longitude: -82.9996
Post_ID: 2761573549594620857	|Post_Code: CZTFIMMs7O5	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 143650792835061	|Address: [Null]	|City: Gatlinburg, Tennessee	|Latitude: 35.610892	|Longitude: -83.425072
Post_ID: 2761560441606242944	|Post_Code: CZTCJcbtgKA	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: [Null]	|City: [Null]	|Latitude: 38.3136459917	|Longitude: -78.6785888672
Post_ID: 2761556080637011157	|Post_Code: CZTBJ-9sGTV	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: [Null]	|City: [Null]	|Latitude: 37.5	|Longitude: -79.0
Post_ID: 2761526456494494529	|Post_Code: CZS6a5VMpNB	|Place_Name: Pisgah Forest, North Carolina	|Short_Name: Pisgah Forest	|Place_ID: 111737808839548	|Address: [Null]	|City: [Null]	|Latitude: 35.2542	|Longitude: -82.7003
Post_ID: 2761512572239195909	|Post_Code: CZS3Q2nF68F	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: [Null]	|City: [Null]	|Latitude: 36.1941666667	|Longitude: -82.0683333333
Post_ID: 2761511944730902174	|Post_Code: CZS3HuMrv6e	|Place_Name: Annapolis Rocks	|Short_Name: Annapolis Rocks	|Place_ID: 159401538334214	|Address: South Mountain State Park	|City: Hagerstown, Maryland	|Latitude: 39.5584188623	|Longitude: -77.5986830692
Post_ID: 2761504202573710188	|Post_Code: CZS1XDwJ4Ns	|Place_Name: Annapolis Rocks	|Short_Name: Annapolis Rocks	|Place_ID: 159401538334214	|Address: South Mountain State Park	|City: Hagerstown, Maryland	|Latitude: 39.5584188623	|Longitude: -77.5986830692
